NUTS_3,LAU1_NAT_CODE,LAU2_NAT_CODE,CHANGE,NAME_1,NAME_2_LAT,POP,AREA
SI036,54,149,no,Bistrica ob Sotli,Bistrica ob Sotli,1365,31136310
SI038,04,150,no,Bloke,Bloke,1538,75071660
SI034,62,151,no,Braslovče,Braslovče,5473,54980560
SI031,36,152,no,Cankova,Cankova,1814,30583310
SI032,21,153,no,Cerkvenjak,Cerkvenjak,2044,24529360
SI034,52,154,no,Dobje,Dobje,981,17493130
SI034,03,155,no,Dobrna,Dobrna,2192,31660890
SI031,22,156,no,Dobrovnik,Dobronak,1277,31117530
SI037,38,157,no,Dolenjske Toplice,Dolenjske Toplice,3407,110213310
SI031,36,158,no,Grad,Grad,2166,37391020
SI032,42,159,no,Hajdina,Hajdina,3712,21817110
SI032,64,160,no,Hoče - Slivnica,Hoče - Slivnica,11273,53710480
SI031,36,161,no,Hodoš,Hodos,375,18120220
SI041,24,162,no,Horjul,Horjul,2970,32549610
SI042,18,163,no,Jezersko,Jezersko,624,68809090
SI041,15,164,no,Komenda,Komenda,6001,24063590
SI037,16,165,no,Kostel,Kostel,641,56085820
SI031,29,166,no,Križevci,Križevci,3618,46245030
SI032,68,167,no,Lovrenc na Pohorju,Lovrenc na Pohorju,3088,84433030
SI032,42,168,31/01/2015,Markovci,Markovci,4011,29838740
SI032,64,169,no,Miklavž na Dravskem polju,Miklavž na Dravskem polju,6525,12538600
SI037,38,170,no,Mirna Peč,Mirna Peč,2911,48040800
SI032,50,171,no,Oplotnica,Oplotnica,4076,33151390
SI032,42,172,no,Podlehnik,Podlehnik,1818,45979920
SI034,62,173,no,Polzela,Polzela,6135,34005350
SI034,62,174,no,Prebold,Prebold,5007,40632390
SI033,45,175,no,Prevalje,Prevalje,6763,58071620
SI031,29,176,no,Razkrižje,Razkrižje,1278,9821640
SI033,43,177,no,Ribnica na Pohorju,Ribnica na Pohorju,1180,59315960
SI032,68,178,no,Selnica ob Dravi,Selnica ob Dravi,4522,64466460
SI037,46,179,no,Sodražica,Sodražica,2186,49476300
SI034,35,180,no,Solčava,Solčava,514,102754990
SI032,21,181,no,Sveta Ana,Sveta Ana,2319,37155450
SI032,42,182,no,Sveti Andraž v Slov. goricah,Sveti Andraž v Slov. goricah,1160,17604710
SI043,37,183,no,Šempeter - Vrtojba,Šempeter - Vrtojba,6279,14949670
SI034,62,184,no,Tabor,Tabor,1645,34812410
SI032,42,185,no,Trnovska vas,Trnovska vas,1341,22890100
SI041,06,186,no,Trzin,Trzin,3889,8616090
SI031,22,187,no,Velika Polana,Velika Polana,1449,18668000
SI031,29,188,no,Veržej,Veržej,1299,12020070
SI034,62,189,12/11/2015,Vransko,Vransko,2599,53337650
SI034,62,190,no,Žalec,Žalec,21306,117102640
SI032,42,191,no,Žetale,Žetale,1301,38025520
SI042,14,192,no,Žirovnica,Žirovnica,4381,42580760
SI037,38,193,no,Žužemberk,Žužemberk,4592,164338450
SI041,23,194,no,Šmartno pri Litiji,Šmartno pri Litiji,5515,94886510
SI031,08,195,no,Apače,Apače,3581,53502480
SI032,42,196,no,Cirkulane,Cirkulane,2287,32067960
SI036,19,197,no,Kostanjevica na Krki,Kostanjevica na Krki,2419,58328100
SI032,50,198,no,Makole,Makole,2039,36937430
SI037,57,199,no,Mokronog - Trebelno,Mokronog - Trebelno,3032,73390990
SI032,50,200,no,Poljčane,Poljčane,4421,37499730
SI043,37,201,no,Renče - Vogrsko,Renče - Vogrsko,4323,29468300
SI032,39,202,no,Središče ob Dravi,Središče ob Dravi,2042,32737600
SI037,38,203,no,Straža,Straža,3821,28530410
SI032,21,204,no,Sveta Trojica v Slov. goricah,Sveta Trojica v Slov. goricah,2054,25911070
SI032,39,205,no,Sveti Tomaž,Sveti Tomaž,2051,38090770
SI037,38,206,no,Šmarješke Toplice,Šmarješke Toplice,3293,34226340
SI042,44,207,no,Gorje,Gorje,2822,116218360
SI041,60,208,no,Log - Dragomer,Log - Dragomer,3606,11039190
SI034,35,209,no,Rečica ob Savinji,Rečica ob Savinji,2328,30107760
SI032,21,210,no,Sveti Jurij v Slov. goricah,Sveti Jurij v Slov. goricah,2076,30712080
SI037,57,211,no,Šentrupert,Šentrupert,2923,49081000
SI037,57,212,no,Mirna,Mirna,2515,31308180
SI044,17,213,no,Ankaran,Ancarano,3235,8048700
