Jurisd,Local name,Lang,English Name,Count,Register,Notation,Code,Parent code,,,,
GR,Ευρωπαϊκή Συνεταιριστική Εταιρία (SCE),,European Cooperative Society (SCE),2,,,,,,,,
IE,Private limited by shares,,,240155,,,,,,,,
IE,LTD - Private Company Limited by Shares,,,201220,,,,,,,,
IE,Private,,,49173,,,,,,,,
IE,Single member private company limited by shares,,,45462,,,,,,,,
IE,CLG - Company Limited by Guarantee,,,15324,,,,,,,,
IE,Unknown,,,15143,,,,,,,,
IE,Private unlimited with share capital,,,7219,,,,,,,,
IE,External company,,,7046,,,,,,,,
IE,Guarantee company without a share capital (public),,,6913,,,,,,,,
IE,ULC - Private Unlimited Company,,,5119,,,,,,,,
IE,DAC - Designated Activity Company (limited by shares),,,3776,,,,,,,,
IE,Private unlimited,,,1926,,,,,,,,
IE,Public limited company with variable capital,,,1696,,,,,,,,
IE,CLG - Company Limited by Guarantee (licenced company),,,1438,,,,,,,,
IE,Public limited company,,,832,,,,,,,,
IE,PLC - Public Limited Company,,,813,,,,,,,,
IE,U.C.I.T,,,469,,,,,,,,
IE,Guarantee,,,458,,,,,,,,
IE,Guarantee licence company w/o sh/capital (public),,,193,,,,,,,,
IE,Public,,,121,,,,,,,,
IE,Private limited by guarantee,,,113,,,,,,,,
IE,ULC - Private Unlimited Company (licenced company),,,109,,,,,,,,
IE,DAC - Designated Activity Company (limited by guarantee),,,84,,,,,,,,
IE,Guarantee licence,,,74,,,,,,,,
IE,Private guarantee with share capital,,,53,,,,,,,,
IE,Public unlimited company with a share capital,,,47,,,,,,,,
IE,Single member company ltd by g/tee with sh/cap,,,46,,,,,,,,
IE,PUC - Public Unlimited Company,,,31,,,,,,,,
IE,DAC - Designated Activity Company Limited by Shares (licenced company),,,26,,,,,,,,
IE,Inward Migrating Company,,,25,,,,,,,,
IE,Private company with variable capital,,,22,,,,,,,,
IE,PULC - Public Unlimited Company without share capital,,,13,,,,,,,,
IE,Public limited company (closed ended),,,9,,,,,,,,
IE,DAC - Designated Activity Company (guarantee licence company),,,8,,,,,,,,
IE,European economic interest grouping,,,8,,,,,,,,
IE,IC - Investment company - Part 24 Companies Act 2014,,,8,,,,,,,,
IE,Societas Europaea - New Incorporation,,,8,,,,,,,,
IE,PUC - Public Unlimited Company (licenced company),,,6,,,,,,,,
IE,"Private, limited by shares, licence to omit ltd",,,3,,,,,,,,
IE,Public unlimited company without share capital,,,3,,,,,,,,
IE,Societas Europaea - Formation of Subsidiary,,,3,,,,,,,,
IE,Societas Europaea - Transfer into State,,,2,,,,,,,,
IE,Foreign Body Corporate making a local offer (B18a),,,1,,,,,,,,
IE,Societas Europaea - PLC conversion,,,1,,,,,,,,
IM,Private Ltd by Shares,,,109002,,,,,,,,
IM,UNKNOWN,,,42111,,,,,,,,
IM,Limited by shares,,,14521,,,,,,,,
IM,"Private Ltd by Guarantee, without Share Capital",,,1480,,,,,,,,
IM,"Private Ltd by Guarantee, with Share Capital",,,1230,,,,,,,,
IM,Private Unlimited,,,442,,,,,,,,
IM,Public Ltd by Shares,,,437,,,,,,,,
IM,Unlimited with shares,,,187,,,,,,,,
IM,Protected Cell Company Limited by shares,,,128,,,,,,,,
IM,Limited by shares and guarantee,,,90,,,,,,,,
IM,Limited by guarantee,,,52,,,,,,,,
IM,Industrial and Provident Society,,,18,,,,,,,,
IM,"Public Ltd by Guarantee, without Share Capital",,,17,,,,,,,,
IM,"Public Ltd by Guarantee, with Share Capital",,,11,,,,,,,,
IM,Building Society,,,8,,,,,,,,
IM,Unlimited without shares,,,2,,,,,,,,
IM,Credit Union,,,1,,,,,,,,
IM,Public Unlimited,,,1,,,,,,,,
IS,Einkahlutafélag,,,56469,,,,,,,,
IS,Einstaklingur í atvinnurekstri,,,44648,,,,,,,,
IS,Félagasamtök,,,15931,,,,,,,,
IS,Húsfélag,,,10793,,,,,,,,
IS,Sameignarfélag almennt,,,6893,,,,,,,,
IS,Einstaklingsfyrirtæki með kennitölu,,,5888,,,,,,,,
IS,"Hlutafélag, almennt",,,5041,,,,,,,,
IS,"Samlagsfélag, almennt",,,2705,,,,,,,,
IS,Stofnun sveitarfélags,,,1406,,,,,,,,
IS,Ríkisstofnun,,,1149,,,,,,,,
IS,Áhugamannafélag,,,1070,,,,,,,,
IS,Opinber aðili,,,747,,,,,,,,
IS,Sjálfseignarstofnun með staðfesta skipulagsskrá,,,541,,,,,,,,
IS,Önnur sameignarfélög,,,471,,,,,,,,
IS,Útibú/deild hlutafélags,,,403,,,,,,,,
IS,"Erlent félag/fyrirtæki, v/bankaviðskipta m/takmarkaða ábyrgð",,,272,,,,,,,,
IS,Einstaklingur í atvinnurekstri með skráð firmaheiti,,,223,,,,,,,,
IS,Samvinnufélag,,,213,,,,,,,,
IS,Veiðifélag,,,177,,,,,,,,
IS,Félagsbú,,,161,,,,,,,,
IS,Útibú erlends félags,,,139,,,,,,,,
IS,Sjálfseignarstofnun sem stundar atvinnurekstur,,,137,,,,,,,,
IS,Félag í frístundabyggð,,,99,,,,,,,,
IS,Lífeyrissjóður,,,97,,,,,,,,
IS,Samlagshlutafélag,,,78,,,,,,,,
IS,Dánarbú einstaklings,,,74,,,,,,,,
IS,Erlent félag með tímabundna starfsemi á Íslandi,,,64,,,,,,,,
IS,Byggðasamlag,,,42,,,,,,,,
IS,Skráð trúfélag / lífsskoðunarfélag,,,42,,,,,,,,
IS,Aðrar sjálfseignarstofnanir - útibú/deild,,,29,,,,,,,,
IS,Útibú sparisjóðs,,,29,,,,,,,,
IS,Stofnun/fyrirtæki í eigu erlends ríkis,,,28,,,,,,,,
IS,Einkahlutafélag (ehf),,,19,,,,,,,,
IS,Sparisjóður,,,19,,,,,,,,
IS,Hlutafélög - opinber,,,17,,,,,,,,
IS,CFC-félag,,,15,,,,,,,,
IS,Útibú ríkisstofnunar/sveitarfélags,,,13,,,,,,,,
IS,Erlent félag í rafrænni þjónustu v/vsk,,,12,,,,,,,,
IS,Fyrirtæki í eigu ríkis og sveitarfélags,,,11,,,,,,,,
IS,Húsnæðissamvinnufélag,,,11,,,,,,,,
IS,Einstaklingsfyrirtæki með kennitölu (skráð fyrir 1. júlí 2003),,,3,,,,,,,,
IS,Einkahlutafélag (ehf) - Alþjóðlegt viðskiptafélag,,,2,,,,,,,,
IS,"Hlutafélag, almennt (hf)",,,2,,,,,,,,
IS,Sameignarfélag opinberir aðilar,,,2,,,,,,,,
IS,Önnur félagasamtök/áhugamannafélög,,,2,,,,,,,,
IS,Sameignarfélag almennt (sf),,,1,,,,,,,,
IS,"Samlagsfélag, almennt (slf)",,,1,,,,,,,,
IT,società di capitale,it,Company with capital,,,,SC,,,,,
IT,società in accomandita per azioni,it,Joint-stock partnership,,,,AA,SC,,,,
IT,società per azioni con socio unico,it,Joint-stock company with a sole shareholder,,,,AU,SC,,,,
IT,consorzio fidi,it,Consortium of collective credit guarantee,,,,CF,SC,,,,
IT,società cooperativa a responsabilita limitata,it,Cooperative with limited liability ,,,,CL,SC,,,,
IT,società consortile,it,Consortium company,,,,CN,SC,,,,
IT,consorzio,it,Consortium ,,,,CO,SC,,,,
IT,istituto di credito,it,Credit institution,,,,IC,SC,,,,
IT,istituto di credito di diritto pubblico,it,Credit institution under public law,,,,ID,SC,,,,
IT,mutua assicurazione,it,Mutual insurance,,,,MA,SC,,,,
IT,società cooperativa consortile,it,Consortium of cooperative companies,,,,OC,SC,,,,
IT,cooperativa sociale,it,Social cooperative,,,,OO,SC,,,,
IT,società consortile cooperativa a responsabilità limitata,it,Consortium of cooperative companies with limited liability,,,,OS,SC,,,,
IT,piccola società cooperativa a responsabilità limitata,it,Small cooperative with limited liability,,,,PS,SC,,,,
IT,società cooperativa,it,Cooperative,,,,SC,SC,,,,
IT,società europea,it,European Society,,,,SD,SC,,,,
IT,società cooperativa europea,it,European Cooperative Society,,,,SG,SC,,,,
IT,società consortile a responsabilità limitata,it,Consortium company with limited liability,,,,SL,SC,,,,
IT,società consortile per azioni,it,Joint-stock consortium company ,,,,SO,SC,,,,
IT,società per azioni,it,Joint-stock company,,,,SP,SC,,,,
IT,società a responsabilità limitata,it,Company with limited liability,,,,SR,SC,,,,
IT,società a responsabilità limitata con unico socio,it,Company with limited liability with a sole shareholder,,,,SU,SC,,,,
IT,azienda speciale di ente locale,it,Local specialy company,,,,AL,SC,,,,
IT,azienda municipale,it,Municipal company,,,,AM,SC,,,,
IT,azienda provinciale,it,Provincial company,,,,AP,SC,,,,
IT,azienda regionale,it,Regional company,,,,AR,SC,,,,
IT,azienda autonoma statale,it,State-owned company,,,,AT,SC,,,,
IT,consorzio con attività esterna,it,Consortium with external activities,,,,CC,SC,,,,
IT,consorzio municipale,it,Municipal consortium,,,,CM,SC,,,,
IT,consorzio intercomunale,it,Inter-municipal consortium,,,,CR,SC,,,,
IT,consorzio di cui al dlgs 267/2000,it,Consortium governed by the Legislative Decree 267/200,,,,CZ,SC,,,,
IT,ente pubblico commerciale,it,Public commercial company,,,,EC,SC,,,,
IT,ente diritto pubblico,it,Company governed by public law,,,,ED,SC,,,,
IT,ente impresa,it,Company,,,,EI,SC,,,,
IT,ente pubblico economico,it,Public economic company,,,,EP,SC,,,,
IT,"ente di cui alla l.r. 21-12-93, n.88",it,"Legal entity governed by the Regional Law 21 December 1993, no. 88",,,,ES,SC,,,,
IT,fondazione impresa,it,Stiftung,,,,FI,SC,,,,
IT,gruppo europeo di interesse economico,it,European economic interest grouping,,,,GE,SC,,,,
IT,azienda speciale di cui al dlgs 267/2000,it,Special company governed by the Legislative Decree 267/200,,,,LL,SC,,,,
IT,società di mutuo soccorso,it,Mortgage company,,,,SM,SC,,,,
IT,società costituita in base a leggi di altro stato,it,Company formed under other state laws,,,,SS,SC,,,,
IT,società non prevista dalla legislazione italiana,it,Company not defined by the Italian law,,,,SZ,SC,,,,
IT,società a responsabilità limitata a capitale ridotto,it,Limited liability company with reduced capital,,,,RR,SC,,,,
IT,società a responsabilità limitata semplificata,it,Simplified limited liability company,,,,RS,SC,,,,
IT,contratto di rete dotato di soggettività giuridica,it,Networked contract of legal subjectivity,,,,RC,SC,,,,
JE,Registered Private Company,en,,121161,,,RC,,,,,
JE,Limited Partnership,en,,2481,,,LP,,,,,
JE,Registered Public Company,en,,1716,,,RCP,,,,,
JE,Overseas Registered Company,en,,1085,,,ORC,,,,,
JE,Incorporated Cell Private,en,,519,,,IC,,,,,
JE,Protected Cell Private,en,,437,,,PC,,,,,
JE,Foundation,en,,342,,,FD,,,,,
JE,Protected Cell Public,en,,306,,,PCP,,,,,
JE,Unregulated Fund,en,,226,,,UFO,,,,,
JE,Incorported Cell Public,en,,103,,,ICP,,,,,
JE,Protected Cell Company Private,en,,95,,,PCC,,,,,
JE,Separate Limited Partnership,en,,95,,,SLP,,,,,
JE,Incorporated Cell Company,en,,94,,,ICC,,,,,
JE,Limited Liability Partnership,en,,50,,,LLP,,,,,
JE,Protected Cell Company Public,en,,48,,,PCCP,,,,,
JE,Incorporated Limited Partnership,en,,20,,,ILP,,,,,
JE,Incorporated Cell Company Public,en,,14,,,ICCP,,,,,
JE,Registered Private Company,en,,1,,,RC,,,,,
JE,RCD,en,,1,,,RCD,,,,,
LI,,,,91161,,,,,,,,
LI,AG,,,32474,,,,,,,,
LI,Stiftung,,,7919,,,,,,,,
LI,Einzelfirma,,,1100,,,,,,,,
LI,GmbH,,,456,,,,,,,,
LI,Verein,,,407,,,,,,,,
LI,Treuunternehmen,,,187,,,,,,,,
LI,Kommanditgesellschaft,,,103,,,,,,,,
LI,Genossenschaft,,,43,,,,,,,,
LI,Aktiengesellschaft,,,42,,,,,,,,
LI,Foundation,,,38,,,,,,,,
LI,Trust,,,8,,,,,,,,
LI,Association,,,5,,,,,,,,
LI,Anstalt,,,4,,,,,,,,
LI,Kollektivgesellschaft,,,2,,,,,,,,
LI,Ltd,,,2,,,,,,,,
LI,Sole proprietorship,,,2,,,,,,,,
LI,Besondere Rechtsform (alter Bestand gem. Art. 633 PGR aufgehoben),,,1,,,,,,,,
LU,Société à responsabilité limitée,,,98143,,,,,,,,
LU,Société anonyme,,,93281,,,,,,,,
LU,Association sans but lucratif,,,11256,,,,,,,,
LU,Société civile,,,6087,,,,,,,,
LU,Société d'investissement à capital variable,,,3036,,,,,,,,
LU,Société en commandite simple,,,1947,,,,,,,,
LU,Société en commandite spéciale,,,1688,,,,,,,,
LU,Société en commandite par actions,,,1658,,,,,,,,
LU,Société en nom collectif,,,816,,,,,,,,
LU,Société anonyme  Société d'investissement à capital variable - Fonds d'investissement spécialisé,,,740,,,,,,,,
LU,,,,723,,,,,,,,
LU,Société en commandite par actions  Société d'investissement à capital variable - Fonds d'investissement spécialisé,,,448,,,,,,,,
LU,Société anonyme  Société de gestion de patrimoine familial,,,409,,,,,,,,
LU,Société à responsabilité limitée simplifiée,,,347,,,,,,,,
LU,Société coopérative,,,249,,,,,,,,
LU,Fondation,,,236,,,,,,,,
LU,Société à responsabilité limitée  Société de gestion de patrimoine familial,,,188,,,,,,,,
LU,Société en commandite par actions  Société d'investissement en capital à risque,,,141,,,,,,,,
LU,Groupement d'intérêt économique,,,118,,,,,,,,
LU,Société en commandite simple  Société d'investissement à capital variable - Fonds d'investissement spécialisé,,,107,,,,,,,,
LU,Groupement européen d'intérêt économique,,,95,,,,,,,,
LU,Association sans but lucratif  reconnue d'utilité publique,,,86,,,,,,,,
LU,Société Anonyme,,,86,,,,,,,,
LU,Société coopérative organisée comme une SA,,,74,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung,,,64,,,,,,,,
LU,Etablissement public,,,60,,,,,,,,
LU,société anonyme,,,60,,,,,,,,
LU,société à responsabilité limitée,,,59,,,,,,,,
LU,Société européenne,,,54,,,,,,,,
LU,GmbH,,,46,,,,,,,,
LU,Société par actions simplifiée,,,44,,,,,,,,
LU,Limited,,,39,,,,,,,,
LU,Aktiengesellschaft,,,32,,,,,,,,
LU,Société anonyme  Société d'investissement en capital à risque,,,28,,,,,,,,
LU,Société en commandite spéciale  Société d'investissement à capital variable - Fonds d'investissement spécialisé,,,28,,,,,,,,
LU,SARL,,,27,,,,,,,,
LU,Société privée à responsabilité limitée,,,26,,,,,,,,
LU,Private Limited Company,,,19,,,,,,,,
LU,Limited Liability Company,,,18,,,,,,,,
LU,Korlátolt Felelösségü Társaság (soc. à resp. lim.),,,17,,,,,,,,
LU,Private limited company,,,17,,,,,,,,
LU,Association épargne-pension,,,16,,,,,,,,
LU,Société anonyme de droit belge,,,16,,,,,,,,
LU,Société en commandite par actions  Société de gestion de patrimoine familial,,,16,,,,,,,,
LU,SPRL,,,15,,,,,,,,
LU,S.à r.l.,,,14,,,,,,,,
LU,LTD,,,13,,,,,,,,
LU,Société à Responsabilité Limitée,,,13,,,,,,,,
LU,Société à responsabilité limitée  Société d'investissement à capital variable - Fonds d'investissement spécialisé,,,13,,,,,,,,
LU,Corporation,,,11,,,,,,,,
LU,SOCIETE ANONYME,,,11,,,,,,,,
LU,Limited company,,,10,,,,,,,,
LU,SA,,,10,,,,,,,,
LU,Association d'Assurance Mutuelle,,,9,,,,,,,,
LU,Limited Company,,,9,,,,,,,,
LU,Société en commandite simple  Société d'investissement en capital à risque,,,9,,,,,,,,
LU,Société par actions,,,9,,,,,,,,
LU,Société à responsabilité limitée  Société d'investissement en capital à risque,,,9,,,,,,,,
LU,Sàrl,,,9,,,,,,,,
LU,GMBH,,,8,,,,,,,,
LU,S.A.,,,8,,,,,,,,
LU,société anonyme de droit belge,,,8,,,,,,,,
LU,société privée à responsabilité limitée,,,8,,,,,,,,
LU,Société anonyme de droit français,,,7,,,,,,,,
LU,société par actions simplifiée,,,7,,,,,,,,
LU,GmbH & Co. KG,,,6,,,,,,,,
LU,Kommanditgesellschaft,,,6,,,,,,,,
LU,LIMITED,,,6,,,,,,,,
LU,Private Company Limited by Shares,,,6,,,,,,,,
LU,Société Anonyme à Responsabilité Limitée par Actions,,,6,,,,,,,,
LU,Société Privée à Responsabilité Limitée,,,6,,,,,,,,
LU,Société coopérative organisée comme une SA  Société épargne-pension à capital variable,,,6,,,,,,,,
LU,Société de personnes à responsabilité limitée,,,6,,,,,,,,
LU,société par actions,,,6,,,,,,,,
LU,Limited Liability Partnership,,,5,,,,,,,,
LU,PRIVATE LIMITED COMPANY,,,5,,,,,,,,
LU,private limited company,,,5,,,,,,,,
LU,AG,,,4,,,,,,,,
LU,Association agricole,,,4,,,,,,,,
LU,B.V.,,,4,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung (GmbH),,,4,,,,,,,,
LU,LIMITED COMPANY,,,4,,,,,,,,
LU,LLC,,,4,,,,,,,,
LU,limited company,,,4,,,,,,,,
LU,private company limited by shares,,,4,,,,,,,,
LU,société en commandite simple,,,4,,,,,,,,
LU,(Kft.) équivalent à S.àr.l. de droit luxembourgeois,,,3,,,,,,,,
LU,A.G.,,,3,,,,,,,,
LU,Company limited by shares,,,3,,,,,,,,
LU,Gesellschaft mit Beschränkter Haftung,,,3,,,,,,,,
LU,Gesellschaft mit beschränker Haftung,,,3,,,,,,,,
LU,GmbH nach deutschem Recht,,,3,,,,,,,,
LU,Groupement Européen d'Intérêt Economique,,,3,,,,,,,,
LU,INC,,,3,,,,,,,,
LU,Limited Partnership,,,3,,,,,,,,
LU,Limited company (société à responsabilité limitée),,,3,,,,,,,,
LU,Ltd,,,3,,,,,,,,
LU,Privat Gesellschaft mit begrenzter Haftung,,,3,,,,,,,,
LU,Private company limited by shares,,,3,,,,,,,,
LU,S.P.R.L.,,,3,,,,,,,,
LU,S.à.r.l.,,,3,,,,,,,,
LU,SAS,,,3,,,,,,,,
LU,Société coopérative organisée comme une SA  Société de gestion de patrimoine familial,,,3,,,,,,,,
LU,Société coopérative à responsabilité limitée,,,3,,,,,,,,
LU,Société à responsabilité limité,,,3,,,,,,,,
LU,Société à responsabilité limitée de droit anglais,,,3,,,,,,,,
LU,Spólka z ograniczona odpowiedzialnoscia,,,3,,,,,,,,
LU,UK Limited,,,3,,,,,,,,
LU,besloten vennootschap,,,3,,,,,,,,
LU,corporation,,,3,,,,,,,,
LU,public limited company,,,3,,,,,,,,
LU,société à responsabilité limitée de droit polonais,,,3,,,,,,,,
LU,Aktiebolag,,,2,,,,,,,,
LU,Corporation (société anonyme),,,2,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung & Co KG,,,2,,,,,,,,
LU,International Business Company,,,2,,,,,,,,
LU,Joint Stock Limited Company,,,2,,,,,,,,
LU,Kommanditgesellschaft auf Aktien,,,2,,,,,,,,
LU,Kommanditgesellschaft deutschen Rechts,,,2,,,,,,,,
LU,Korlàtolt Felelösségü Tàrsasàg,,,2,,,,,,,,
LU,LDA,,,2,,,,,,,,
LU,Limited Liability,,,2,,,,,,,,
LU,Limited liability partnership,,,2,,,,,,,,
LU,Private Company Limited by shares,,,2,,,,,,,,
LU,Privatgesellschaft mit beschränkter Haftung,,,2,,,,,,,,
LU,Public limited company,,,2,,,,,,,,
LU,S.A.R.L.,,,2,,,,,,,,
LU,S.p.r.l,,,2,,,,,,,,
LU,SOCIETE PAR ACTIONS SIMPLIFIEE,,,2,,,,,,,,
LU,Société Anonyme de droit belge,,,2,,,,,,,,
LU,Société Coopérative,,,2,,,,,,,,
LU,Société Privée à Responsabilité Limitée - S.P.R.L.,,,2,,,,,,,,
LU,Société anonyme de droit panaméen,,,2,,,,,,,,
LU,Société en commandite spéciale  Société d'investissement en capital à risque,,,2,,,,,,,,
LU,Société par Actions Simplifiée,,,2,,,,,,,,
LU,Société privée à responsabilité limitée de droit belge,,,2,,,,,,,,
LU,Société à responsabilité Limitée,,,2,,,,,,,,
LU,Société à responsabilité limitée de droit français,,,2,,,,,,,,
LU,Société à responsabilité limitée par actions,,,2,,,,,,,,
LU,Société à responsabilité limitée par sûreté et sans capital social,,,2,,,,,,,,
LU,Société à responsabilité par actions,,,2,,,,,,,,
LU,Unlimited Liability Company,,,2,,,,,,,,
LU,company limited by shares,,,2,,,,,,,,
LU,corporation with limited liability,,,2,,,,,,,,
LU,incorporation,,,2,,,,,,,,
LU,joint stock limited company,,,2,,,,,,,,
LU,limited Company,,,2,,,,,,,,
LU,limited liability partnership,,,2,,,,,,,,
LU,sarl,,,2,,,,,,,,
LU,société civile sous forme d'une société coopérative à responsabilité limitée,,,2,,,,,,,,
LU,société coopérative à responsabilité limitée,,,2,,,,,,,,
LU,société en commandite par actions,,,2,,,,,,,,
LU,société par actions simplifiées unipersonnelles,,,2,,,,,,,,
LU,société à responsabilité limitée de droit anglais,,,2,,,,,,,,
LU,société à responsabilité limitée de droit britannique,,,2,,,,,,,,
LU,sprl,,,2,,,,,,,,
LU,Corporation (Société par actions),,,1,,,,,,,,
LU,Incorporation équivalente à une société anonyme de droit luxembourgeois,,,1,,,,,,,,
LU,corporation (société anonyme),,,1,,,,,,,,
LU,(Kft.) équivalent à s.à r.l. de droit luxembourgeois,,,1,,,,,,,,
LU,(Kft.)équivalent à S.àr.l. de droit luxembourgeois,,,1,,,,,,,,
LU,A Delaware Limited liability company,,,1,,,,,,,,
LU,AG (SA),,,1,,,,,,,,
LU,AS,,,1,,,,,,,,
LU,Aktiebolag (société anonyme),,,1,,,,,,,,
LU,Aktiengesellschaft (AG),,,1,,,,,,,,
LU,Aktiengesellschaft belgischen Rechts,,,1,,,,,,,,
LU,Aktiengesellschaft deutschen Rechts,,,1,,,,,,,,
LU,Aktiengesellschaft nach deutschem Recht,,,1,,,,,,,,
LU,Aktiengesellschaft schweizerischen Rechtes,,,1,,,,,,,,
LU,Anpartsselskab (ApS),,,1,,,,,,,,
LU,B.V.B.A,,,1,,,,,,,,
LU,B.V.B.A. S.P.R.L.,,,1,,,,,,,,
LU,BV,,,1,,,,,,,,
LU,BVBA,,,1,,,,,,,,
LU,Besloten Vennootschap,,,1,,,,,,,,
LU,Besloten Vennootschap (B.V.),,,1,,,,,,,,
LU,Besloten Vennotschap met beperkte aansprakelijkhe,,,1,,,,,,,,
LU,Besloten Vernnootschap / Societe Anonyme,,,1,,,,,,,,
LU,Beteiligungsgesellschaft,,,1,,,,,,,,
LU,COMPANY LIMITED BY SHARES,,,1,,,,,,,,
LU,Canadian Federal Company,,,1,,,,,,,,
LU,Closed Joint Stock Company,,,1,,,,,,,,
LU,Company limited by Shares,,,1,,,,,,,,
LU,Company limited by shares (société par actions),,,1,,,,,,,,
LU,Company limited by shares équivalente à une société anonyme de droit luxembourgeois,,,1,,,,,,,,
LU,Corporation nach dem Recht des Staates Ontario/Kanada,,,1,,,,,,,,
LU,Domestic corporation (Etats-Unis),,,1,,,,,,,,
LU,Druzba z omejeno odgovornostjo d.o.o,,,1,,,,,,,,
LU,EURL,,,1,,,,,,,,
LU,EWIV,,,1,,,,,,,,
LU,Entreprise unipersonnelle à responsabilité limitée (EURL),,,1,,,,,,,,
LU,Etablissement public autonome créé selon la loi du 24 mars 1989,,,1,,,,,,,,
LU,Europaïsche Aktiengesellschaft,,,1,,,,,,,,
LU,Exempted company incorporated with limited liability,,,1,,,,,,,,
LU,Fondation d'intérêt privé,,,1,,,,,,,,
LU,G.m.b.h.,,,1,,,,,,,,
LU,GMBH & CO. KG,,,1,,,,,,,,
LU,GdbR,,,1,,,,,,,,
LU,Genossenschaft,,,1,,,,,,,,
LU,Genossenschaft estnischen Rechts,,,1,,,,,,,,
LU,Gesellschaft mir beschränkter Haftung,,,1,,,,,,,,
LU,Gesellschaft mit  beschränkter Haftung,,,1,,,,,,,,
LU,Gesellschaft mit beschrankter Haftung nach deutschem Recht,,,1,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung & Compagnie Kommanditgesellschaft,,,1,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung / Besloten Vennootschap,,,1,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung der Schweiz,,,1,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung deutschen Rechts,,,1,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung englischen Rechts,,,1,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung niederländischen Rechts,,,1,,,,,,,,
LU,Gesellschaft mit beschränkter Haftung polnischen Rechts,,,1,,,,,,,,
LU,Gesellschaft mit beschänkter Haftung,,,1,,,,,,,,
LU,GmbH & Co KG,,,1,,,,,,,,
LU,GmbH (Gesellschaft mit beschränkter Haftung),,,1,,,,,,,,
LU,GmbH (SARL),,,1,,,,,,,,
LU,GmbH - Gesellschaft mit begrenzter Haftung,,,1,,,,,,,,
LU,Gmbh,,,1,,,,,,,,
LU,Handelsgesellschaft mbH,,,1,,,,,,,,
LU,Inc,,,1,,,,,,,,
LU,Inc de droit Américain,,,1,,,,,,,,
LU,Inc.,,,1,,,,,,,,
LU,Incorporation,,,1,,,,,,,,
LU,K.G. (KOMMANDIT GESELLSCHAFT),,,1,,,,,,,,
LU,KFT,,,1,,,,,,,,
LU,KOMMANDITGESELLSCHAFT,,,1,,,,,,,,
LU,Kapitalgesellschaft (Gesellschaft mit beschränkter Haftung),,,1,,,,,,,,
LU,Kft. (équivalent à la S.àr.l. luxembourgeoise),,,1,,,,,,,,
LU,Kommandit-gesellschaft,,,1,,,,,,,,
LU,Kommanditgesellschaft (KG),,,1,,,,,,,,
LU,Korlátolt Felelösségü Társaság (s.à r.l.),,,1,,,,,,,,
LU,Korlátolt Felelösségü Társaság (sàrl),,,1,,,,,,,,
LU,Korlátolt Felelösségü Társaság Société à responsabilité limitée,,,1,,,,,,,,
LU,L.L.C. (Limited Liability Compagny),,,1,,,,,,,,
LU,LDA (Sociedade por Quotas) rapprochement de la Sarl,,,1,,,,,,,,
LU,"LDA,",,,1,,,,,,,,
LU,LIMITED (Société à responsabilité limitée),,,1,,,,,,,,
LU,"LIMITED COMPANY ""SOCIETE A RESPONSABILITE LIMITEE""",,,1,,,,,,,,
LU,LLP,,,1,,,,,,,,
LU,LTD (Limited),,,1,,,,,,,,
LU,Limitada,,,1,,,,,,,,
LU,Limited (Gesellschaft mit beschränkter Haftung),,,1,,,,,,,,
LU,Limited (Private Limited Company),,,1,,,,,,,,
LU,Limited (société de droit anglais),,,1,,,,,,,,
LU,Limited Company (Société à responsabilité limitée),,,1,,,,,,,,
LU,Limited Company / KFT,,,1,,,,,,,,
LU,Limited Company / societe a responsabilite limite,,,1,,,,,,,,
LU,Limited Company de droit anglais,,,1,,,,,,,,
LU,Limited Liability Company It. Amerikanischen Recht,,,1,,,,,,,,
LU,Limited Private Company,,,1,,,,,,,,
LU,Limited company (équivalente à la S.à r.l.),,,1,,,,,,,,
LU,Limited liability Company by Royal Charter,,,1,,,,,,,,
LU,Limited liability company,,,1,,,,,,,,
LU,Limited liability company / S.à r.l.,,,1,,,,,,,,
LU,Ltd.,,,1,,,,,,,,
LU,Ltd. Company Limited by Shares,,,1,,,,,,,,
LU,N.S. Unlimited Liability,,,1,,,,,,,,
LU,N.V.,,,1,,,,,,,,
LU,Naamloze vennootschap,,,1,,,,,,,,
LU,Naamloze vennootschap (société anonyme),,,1,,,,,,,,
LU,Nammloze Venootschap (Société anonyme de droit NL),,,1,,,,,,,,
LU,PGMBH,,,1,,,,,,,,
LU,Partnership,,,1,,,,,,,,
LU,Private Gesellschaft limitiert durch Aktien,,,1,,,,,,,,
LU,Private Limited,,,1,,,,,,,,
LU,Private Limited Company (GB Companies Act 1985),,,1,,,,,,,,
LU,Private Limited Liability Company,,,1,,,,,,,,
LU,Private Limited company,,,1,,,,,,,,
LU,Private company limited by shares (LTD),,,1,,,,,,,,
LU,Private company with limited liability,,,1,,,,,,,,
LU,"Private company, limited by shares",,,1,,,,,,,,
LU,Private limite société,,,1,,,,,,,,
LU,Private limited Company,,,1,,,,,,,,
